"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/11/2020","AirNow","060730001","1","0.039","ppm","36","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"01/12/2020","AirNow","060730001","1","0.038","ppm","35","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"01/13/2020","AirNow","060730001","1","0.038","ppm","35","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"01/14/2020","AirNow","060730001","1","0.044","ppm","41","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"01/15/2020","AirNow","060730001","1","0.038","ppm","35","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"01/16/2020","AirNow","060730001","1","0.043","ppm","40","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"01/17/2020","AirNow","060730001","1","0.036","ppm","33","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"01/18/2020","AirNow","060730001","1","0.03","ppm","28","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"01/19/2020","AirNow","060730001","1","0.039","ppm","36","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"01/20/2020","AirNow","060730001","1","0.033","ppm","31","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"01/21/2020","AirNow","060730001","1","0.036","ppm","33","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"01/22/2020","AirNow","060730001","1","0.037","ppm","34","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"01/23/2020","AirNow","060730001","1","0.025","ppm","23","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"01/24/2020","AirNow","060730001","1","0.034","ppm","31","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"01/25/2020","AirNow","060730001","1","0.042","ppm","39","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"01/26/2020","AirNow","060730001","1","0.042","ppm","39","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"01/27/2020","AirNow","060730001","1","0.036","ppm","33","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"01/28/2020","AirNow","060730001","1","0.034","ppm","31","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"01/29/2020","AirNow","060730001","1","0.034","ppm","31","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"01/31/2020","AirNow","060730001","1","0.033","ppm","31","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"02/01/2020","AirNow","060730001","1","0.037","ppm","34","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"02/02/2020","AirNow","060730001","1","0.039","ppm","36","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"02/03/2020","AirNow","060730001","1","0.04","ppm","37","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"02/04/2020","AirNow","060730001","1","0.039","ppm","36","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"02/05/2020","AirNow","060730001","1","0.039","ppm","36","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"02/06/2020","AirNow","060730001","1","0.045","ppm","42","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"02/07/2020","AirNow","060730001","1","0.048","ppm","44","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"02/08/2020","AirNow","060730001","1","0.051","ppm","47","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"02/09/2020","AirNow","060730001","1","0.043","ppm","40","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"02/10/2020","AirNow","060730001","1","0.041","ppm","38","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"02/11/2020","AirNow","060730001","1","0.04","ppm","37","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"02/12/2020","AirNow","060730001","1","0.044","ppm","41","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"02/13/2020","AirNow","060730001","1","0.039","ppm","36","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"02/14/2020","AirNow","060730001","1","0.048","ppm","44","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"02/15/2020","AirNow","060730001","1","0.049","ppm","45","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"02/16/2020","AirNow","060730001","1","0.049","ppm","45","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"02/17/2020","AirNow","060730001","1","0.048","ppm","44","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"02/19/2020","AirNow","060730001","1","0.045","ppm","42","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"02/20/2020","AirNow","060730001","1","0.049","ppm","45","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"02/21/2020","AirNow","060730001","1","0.048","ppm","44","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"02/22/2020","AirNow","060730001","1","0.044","ppm","41","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"02/23/2020","AirNow","060730001","1","0.043","ppm","40","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"02/24/2020","AirNow","060730001","1","0.041","ppm","38","Chula Vista","21","88.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"02/25/2020","AirNow","060730001","1","0.042","ppm","39","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"02/26/2020","AirNow","060730001","1","0.046","ppm","43","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"02/27/2020","AirNow","060730001","1","0.035","ppm","32","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"02/28/2020","AirNow","060730001","1","0.039","ppm","36","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"02/29/2020","AirNow","060730001","1","0.044","ppm","41","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"03/01/2020","AirNow","060730001","1","0.047","ppm","44","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"03/02/2020","AirNow","060730001","1","0.044","ppm","41","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"03/03/2020","AirNow","060730001","1","0.044","ppm","41","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"03/04/2020","AirNow","060730001","1","0.041","ppm","38","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"03/05/2020","AirNow","060730001","1","0.046","ppm","43","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"03/06/2020","AirNow","060730001","1","0.045","ppm","42","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"03/07/2020","AirNow","060730001","1","0.042","ppm","39","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"03/08/2020","AirNow","060730001","1","0.037","ppm","34","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"03/09/2020","AirNow","060730001","1","0.031","ppm","29","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"03/10/2020","AirNow","060730001","1","0.021","ppm","19","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"03/11/2020","AirNow","060730001","1","0.032","ppm","30","Chula Vista","23","96.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"03/12/2020","AirNow","060730001","1","0.033","ppm","31","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"03/13/2020","AirNow","060730001","1","0.038","ppm","35","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"03/14/2020","AirNow","060730001","1","0.043","ppm","40","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"03/15/2020","AirNow","060730001","1","0.04","ppm","37","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"03/16/2020","AirNow","060730001","1","0.042","ppm","39","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"03/17/2020","AirNow","060730001","1","0.047","ppm","44","Chula Vista","21","88.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"03/20/2020","AirNow","060730001","1","0.041","ppm","38","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"03/21/2020","AirNow","060730001","1","0.044","ppm","41","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"03/22/2020","AirNow","060730001","1","0.038","ppm","35","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"03/23/2020","AirNow","060730001","1","0.043","ppm","40","Chula Vista","22","92.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"03/24/2020","AirNow","060730001","1","0.042","ppm","39","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"03/26/2020","AirNow","060730001","1","0.043","ppm","40","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"03/27/2020","AirNow","060730001","1","0.049","ppm","45","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"03/28/2020","AirNow","060730001","1","0.047","ppm","44","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"03/29/2020","AirNow","060730001","1","0.045","ppm","42","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"03/30/2020","AirNow","060730001","1","0.044","ppm","41","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"03/31/2020","AirNow","060730001","1","0.032","ppm","30","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"04/01/2020","AirNow","060730001","1","0.04","ppm","37","Chula Vista","20","83.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"04/02/2020","AirNow","060730001","1","0.046","ppm","43","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"04/03/2020","AirNow","060730001","1","0.045","ppm","42","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"04/04/2020","AirNow","060730001","1","0.041","ppm","38","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"04/05/2020","AirNow","060730001","1","0.039","ppm","36","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"04/06/2020","AirNow","060730001","1","0.037","ppm","34","Chula Vista","22","92.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"04/08/2020","AirNow","060730001","1","0.042","ppm","39","Chula Vista","21","88.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"04/09/2020","AirNow","060730001","1","0.043","ppm","40","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"04/10/2020","AirNow","060730001","1","0.04","ppm","37","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"04/11/2020","AirNow","060730001","1","0.045","ppm","42","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"04/12/2020","AirNow","060730001","1","0.042","ppm","39","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"04/14/2020","AirNow","060730001","1","0.045","ppm","42","Chula Vista","22","92.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"04/15/2020","AirNow","060730001","1","0.053","ppm","49","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"04/16/2020","AirNow","060730001","1","0.05","ppm","46","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"04/17/2020","AirNow","060730001","1","0.042","ppm","39","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"04/18/2020","AirNow","060730001","1","0.039","ppm","36","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"04/19/2020","AirNow","060730001","1","0.041","ppm","38","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"04/20/2020","AirNow","060730001","1","0.039","ppm","36","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"04/21/2020","AirNow","060730001","1","0.041","ppm","38","Chula Vista","22","92.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"04/22/2020","AirNow","060730001","1","0.047","ppm","44","Chula Vista","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"04/23/2020","AirNow","060730001","1","0.05","ppm","46","Chula Vista","21","88.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"01/01/2020","AirNow","060731006","1","0.044","ppm","41","Alpine","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"01/02/2020","AirNow","060731006","1","0.043","ppm","40","Alpine","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"01/03/2020","AirNow","060731006","1","0.043","ppm","40","Alpine","20","83.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"01/04/2020","AirNow","060731006","1","0.046","ppm","43","Alpine","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"01/05/2020","AirNow","060731006","1","0.048","ppm","44","Alpine","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"01/06/2020","AirNow","060731006","1","0.046","ppm","43","Alpine","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"01/07/2020","AirNow","060731006","1","0.042","ppm","39","Alpine","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"01/08/2020","AirNow","060731006","1","0.04","ppm","37","Alpine","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"01/09/2020","AirNow","060731006","1","0.038","ppm","35","Alpine","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"01/10/2020","AirNow","060731006","1","0.038","ppm","35","Alpine","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"01/11/2020","AirNow","060731006","1","0.043","ppm","40","Alpine","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"01/12/2020","AirNow","060731006","1","0.041","ppm","38","Alpine","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"01/13/2020","AirNow","060731006","1","0.043","ppm","40","Alpine","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"01/14/2020","AirNow","060731006","1","0.043","ppm","40","Alpine","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"01/15/2020","AirNow","060731006","1","0.043","ppm","40","Alpine","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"01/16/2020","AirNow","060731006","1","0.046","ppm","43","Alpine","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"01/17/2020","AirNow","060731006","1","0.041","ppm","38","Alpine","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"01/18/2020","AirNow","060731006","1","0.045","ppm","42","Alpine","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"01/19/2020","AirNow","060731006","1","0.045","ppm","42","Alpine","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"01/20/2020","AirNow","060731006","1","0.042","ppm","39","Alpine","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"01/21/2020","AirNow","060731006","1","0.036","ppm","33","Alpine","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"01/22/2020","AirNow","060731006","1","0.043","ppm","40","Alpine","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"01/24/2020","AirNow","060731006","1","0.037","ppm","34","Alpine","20","83.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"01/25/2020","AirNow","060731006","1","0.045","ppm","42","Alpine","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"01/26/2020","AirNow","060731006","1","0.04","ppm","37","Alpine","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"01/27/2020","AirNow","060731006","1","0.041","ppm","38","Alpine","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"01/28/2020","AirNow","060731006","1","0.046","ppm","43","Alpine","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"01/29/2020","AirNow","060731006","1","0.044","ppm","41","Alpine","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"01/30/2020","AirNow","060731006","1","0.043","ppm","40","Alpine","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"01/31/2020","AirNow","060731006","1","0.044","ppm","41","Alpine","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"02/01/2020","AirNow","060731006","1","0.044","ppm","41","Alpine","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"02/02/2020","AirNow","060731006","1","0.045","ppm","42","Alpine","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"02/03/2020","AirNow","060731006","1","0.042","ppm","39","Alpine","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"02/04/2020","AirNow","060731006","1","0.044","ppm","41","Alpine","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"02/05/2020","AirNow","060731006","1","0.042","ppm","39","Alpine","22","92.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"02/06/2020","AirNow","060731006","1","0.045","ppm","42","Alpine","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"02/07/2020","AirNow","060731006","1","0.054","ppm","50","Alpine","24","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
